,video_id,frame_id,class,image_path,bbox_b,bbox_l,bbox_r,bbox_t
1292,0005,0,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0005/000000.png,,,,
2558,0007,699,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000699.png,,,,
4786,0013,189,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0013/000189.png,,,,
7274,0020,103,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000103.png,,,,
2070,0007,211,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000211.png,,,,
2692,0008,33,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000033.png,,,,
8,0000,8,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0000/000008.png,,,,
1903,0007,44,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000044.png,,,,
4291,0011,145,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000145.png,,,,
7931,0020,760,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000760.png,,,,
1345,0005,53,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0005/000053.png,,,,
1871,0007,12,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000012.png,,,,
2772,0008,113,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000113.png,,,,
365,0001,211,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000211.png,,,,
2702,0008,43,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000043.png,,,,
218,0001,64,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000064.png,,,,
6059,0018,286,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000286.png,,,,
3483,0009,434,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000434.png,,,,
8004,0020,833,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000833.png,,,,
7438,0020,267,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000267.png,,,,
7513,0020,342,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000342.png,,,,
2245,0007,386,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000386.png,,,,
1193,0004,215,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000215.png,,,,
5921,0018,148,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000148.png,,,,
1153,0004,175,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000175.png,,,,
6081,0018,308,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000308.png,,,,
3026,0008,367,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000367.png,,,,
2877,0008,218,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000218.png,,,,
363,0001,209,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000209.png,,,,
122,0000,122,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0000/000122.png,,,,
535,0001,381,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000381.png,,,,
2910,0008,251,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000251.png,,,,
262,0001,108,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000108.png,,,,
5294,0015,251,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0015/000251.png,,,,
1228,0004,250,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000250.png,,,,
473,0001,319,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000319.png,,,,
3822,0009,773,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000773.png,,,,
2755,0008,96,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000096.png,,,,
2466,0007,607,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000607.png,,,,
4345,0011,199,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000199.png,,,,
4316,0011,170,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000170.png,,,,
1246,0004,268,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000268.png,,,,
7257,0020,86,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000086.png,,,,
2468,0007,609,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000609.png,,,,
3385,0009,336,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000336.png,,,,
1055,0004,77,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000077.png,,,,
7256,0020,85,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000085.png,,,,
5325,0015,282,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0015/000282.png,,,,
7723,0020,552,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000552.png,,,,
4501,0011,355,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000355.png,,,,
2948,0008,289,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000289.png,,,,
2340,0007,481,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000481.png,,,,
1760,0006,171,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0006/000171.png,,,,
1012,0004,34,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000034.png,,,,
6032,0018,259,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000259.png,,,,
7724,0020,553,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000553.png,,,,
3529,0009,480,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000480.png,,,,
3715,0009,666,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000666.png,,,,
7947,0020,776,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000776.png,,,,
3565,0009,516,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000516.png,,,,
1594,0006,5,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0006/000005.png,,,,
2399,0007,540,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000540.png,,,,
2309,0007,450,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000450.png,,,,
18,0000,18,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0000/000018.png,,,,
7668,0020,497,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000497.png,,,,
614,0002,13,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0002/000013.png,,,,
2441,0007,582,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000582.png,,,,
3153,0009,104,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000104.png,,,,
3383,0009,334,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000334.png,,,,
2195,0007,336,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000336.png,,,,
5878,0018,105,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000105.png,,,,
3024,0008,365,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000365.png,,,,
4517,0011,371,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000371.png,,,,
5039,0014,102,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0014/000102.png,,,,
2280,0007,421,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000421.png,,,,
223,0001,69,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000069.png,,,,
3034,0008,375,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000375.png,,,,
6043,0018,270,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000270.png,,,,
7794,0020,623,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000623.png,,,,
1637,0006,48,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0006/000048.png,,,,
1298,0005,6,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0005/000006.png,,,,
1401,0005,109,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0005/000109.png,,,,
3263,0009,214,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000214.png,,,,
86,0000,86,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0000/000086.png,,,,
4339,0011,193,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000193.png,,,,
3289,0009,240,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000240.png,,,,
1901,0007,42,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000042.png,,,,
5831,0018,58,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000058.png,,,,
5312,0015,269,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0015/000269.png,,,,
2111,0007,252,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000252.png,,,,
3314,0009,265,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000265.png,,,,
7365,0020,194,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000194.png,,,,
7936,0020,765,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000765.png,,,,
2714,0008,55,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000055.png,,,,
2880,0008,221,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000221.png,,,,
2462,0007,603,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000603.png,,,,
2984,0008,325,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000325.png,,,,
2416,0007,557,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000557.png,,,,
7784,0020,613,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000613.png,,,,
2320,0007,461,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000461.png,,,,
1615,0006,26,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0006/000026.png,,,,
4122,0010,270,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0010/000270.png,,,,
2959,0008,300,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000300.png,,,,
2734,0008,75,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000075.png,,,,
396,0001,242,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000242.png,,,,
7886,0020,715,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000715.png,,,,
2710,0008,51,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000051.png,,,,
3477,0009,428,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000428.png,,,,
3967,0010,115,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0010/000115.png,,,,
2685,0008,26,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000026.png,,,,
7228,0020,57,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000057.png,,,,
1014,0004,36,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000036.png,,,,
181,0001,27,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000027.png,,,,
7982,0020,811,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000811.png,,,,
3429,0009,380,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000380.png,,,,
394,0001,240,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000240.png,,,,
3643,0009,594,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000594.png,,,,
3407,0009,358,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000358.png,,,,
4278,0011,132,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000132.png,,,,
7574,0020,403,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000403.png,,,,
598,0001,444,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000444.png,,,,
7701,0020,530,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000530.png,,,,
7670,0020,499,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000499.png,,,,
957,0003,123,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0003/000123.png,,,,
3663,0009,614,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000614.png,,,,
7451,0020,280,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000280.png,,,,
2536,0007,677,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000677.png,,,,
3441,0009,392,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000392.png,,,,
4023,0010,171,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0010/000171.png,,,,
4025,0010,173,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0010/000173.png,,,,
3378,0009,329,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000329.png,,,,
1260,0004,282,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000282.png,,,,
3865,0010,13,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0010/000013.png,,,,
951,0003,117,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0003/000117.png,,,,
2365,0007,506,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000506.png,,,,
2276,0007,417,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000417.png,,,,
534,0001,380,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000380.png,,,,
7378,0020,207,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000207.png,,,,
5404,0015,361,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0015/000361.png,,,,
3227,0009,178,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000178.png,,,,
4252,0011,106,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000106.png,,,,
2561,0007,702,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000702.png,,,,
1606,0006,17,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0006/000017.png,,,,
3236,0009,187,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000187.png,,,,
2321,0007,462,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000462.png,,,,
3573,0009,524,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000524.png,,,,
3597,0009,548,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000548.png,,,,
3260,0009,211,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000211.png,,,,
5401,0015,358,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0015/000358.png,,,,
104,0000,104,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0000/000104.png,,,,
3181,0009,132,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000132.png,,,,
2824,0008,165,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000165.png,,,,
3008,0008,349,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000349.png,,,,
173,0001,19,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000019.png,,,,
7355,0020,184,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000184.png,,,,
1245,0004,267,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000267.png,,,,
4428,0011,282,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000282.png,,,,
225,0001,71,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0001/000071.png,,,,
1779,0006,190,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0006/000190.png,,,,
5992,0018,219,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000219.png,,,,
1748,0006,159,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0006/000159.png,,,,
5841,0018,68,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000068.png,,,,
7559,0020,388,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0020/000388.png,,,,
3045,0008,386,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000386.png,,,,
4787,0013,190,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0013/000190.png,,,,
1320,0005,28,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0005/000028.png,,,,
5901,0018,128,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000128.png,,,,
1438,0005,146,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0005/000146.png,,,,
1223,0004,245,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0004/000245.png,,,,
2630,0007,771,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000771.png,,,,
2903,0008,244,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0008/000244.png,,,,
4241,0011,95,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0011/000095.png,,,,
2048,0007,189,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0007/000189.png,,,,
4799,0013,202,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0013/000202.png,,,,
6107,0018,334,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0018/000334.png,,,,
3274,0009,225,0,/projectnb/saenkog/shawnlin/object-tracking/dataset/data_tracking_image_2/training/image_02/0009/000225.png,,,,
